https://www.CryptoDataDownload.com,,,,,,,,,
unix,date,symbol,open,high,low,close,Volume ADA,Volume USDT,tradecount
1622851200000,2021-06-05 0:00:00,ADA/USDT,1.708,1.7823,1.61,1.6551,369328430.6,627802619.9,924743
1622764800000,2021-06-04 0:00:00,ADA/USDT,1.8454,1.848,1.608,1.7077,596433033.1,1016313544,1453396
1622678400000,2021-06-03 0:00:00,ADA/USDT,1.7534,1.8897,1.7134,1.8453,417400945,758107289.1,1023322
1622592000000,2021-06-02 0:00:00,ADA/USDT,1.7362,1.8042,1.7173,1.7534,431644801.4,763167515.8,986804
1622505600000,2021-06-01 0:00:00,ADA/USDT,1.7376,1.7796,1.6531,1.7363,530252586.9,912156549.5,1214297
1622419200000,2021-05-31 0:00:00,ADA/USDT,1.5751,1.75,1.5249,1.7373,600116070.9,975900758.7,1460887
1622332800000,2021-05-30 0:00:00,ADA/USDT,1.4035,1.7,1.3457,1.5751,764079031.7,1205767973,1702526
1622246400000,2021-05-29 0:00:00,ADA/USDT,1.5133,1.5624,1.335,1.4029,576104659.3,831031429.6,1181284
1622160000000,2021-05-28 0:00:00,ADA/USDT,1.6552,1.678,1.45,1.5133,817239543.2,1262486208,1626406
1622073600000,2021-05-27 0:00:00,ADA/USDT,1.7788,1.7885,1.6077,1.6552,590119092.6,998105646.1,1445249
1621987200000,2021-05-26 0:00:00,ADA/USDT,1.5525,1.832,1.552,1.7791,857080518.1,1472382793,2010480
1621900800000,2021-05-25 0:00:00,ADA/USDT,1.5497,1.6499,1.4354,1.5532,807717267.5,1239076344,1776216
1621814400000,2021-05-24 0:00:00,ADA/USDT,1.3135,1.5974,1.2476,1.55,1034255631,1503761177,2078079
1621728000000,2021-05-23 0:00:00,ADA/USDT,1.4636,1.5397,1.051,1.3139,1461270087,1839005521,2445334
1621641600000,2021-05-22 0:00:00,ADA/USDT,1.5493,1.602,1.3661,1.4629,800713185.5,1195051727,1593249
1621555200000,2021-05-21 0:00:00,ADA/USDT,1.8002,1.87,1.32,1.5493,1158826531,1851576034,2368984
1621468800000,2021-05-20 0:00:00,ADA/USDT,1.4676,1.9487,1.3218,1.8006,1331716279,2253383024,2679300
1621382400000,2021-05-19 0:00:00,ADA/USDT,2.0036,2.0317,1.01,1.4663,2261842102,3616451443,3500994
1621296000000,2021-05-18 0:00:00,ADA/USDT,2.0301,2.1492,1.9712,2.0036,612259916.9,1258577628,1431670
1621209600000,2021-05-17 0:00:00,ADA/USDT,2.3002,2.329,1.9159,2.0307,1137971306,2387549270,2394748
1621123200000,2021-05-16 0:00:00,ADA/USDT,2.1754,2.47,2.0104,2.3002,1190745904,2680581606,2799042
1621036800000,2021-05-15 0:00:00,ADA/USDT,2.0073,2.3789,1.9628,2.1744,1376815761,3028162678,3130966
1620950400000,2021-05-14 0:00:00,ADA/USDT,1.9289,2.043,1.8112,2.0069,695033071,1330783388,1650812
1620864000000,2021-05-13 0:00:00,ADA/USDT,1.5669,1.9719,1.5,1.9296,1567655289,2830787027,2971018
1620777600000,2021-05-12 0:00:00,ADA/USDT,1.7633,1.821,1.5462,1.5694,599710080.8,1034165276,1305448
1620691200000,2021-05-11 0:00:00,ADA/USDT,1.6418,1.7791,1.5954,1.7632,524326718.1,888681876.9,1065832
1620604800000,2021-05-10 0:00:00,ADA/USDT,1.7662,1.8243,1.517,1.6423,712304913.9,1220328155,1624887
1620518400000,2021-05-09 0:00:00,ADA/USDT,1.6206,1.833,1.5726,1.7663,883091328.5,1536088015,1884477
1620432000000,2021-05-08 0:00:00,ADA/USDT,1.6529,1.6543,1.5611,1.6211,393498898,633842537.1,872816
1620345600000,2021-05-07 0:00:00,ADA/USDT,1.6491,1.7478,1.526,1.653,789059201,1301803084,1468918
1620259200000,2021-05-06 0:00:00,ADA/USDT,1.4799,1.7,1.4288,1.6491,1342973404,2120775489,2264654
1620172800000,2021-05-05 0:00:00,ADA/USDT,1.2699,1.497,1.2598,1.4798,579064616.2,809182895.3,1020356
1620086400000,2021-05-04 0:00:00,ADA/USDT,1.3627,1.3673,1.2557,1.2698,421500877.6,549879320.5,693784
1620000000000,2021-05-03 0:00:00,ADA/USDT,1.3267,1.38,1.3208,1.3622,271187623.3,367143914.8,465569
1619913600000,2021-05-02 0:00:00,ADA/USDT,1.3516,1.3556,1.2941,1.3267,218990273.6,290399347.5,369059
1619827200000,2021-05-01 0:00:00,ADA/USDT,1.353,1.3678,1.3128,1.3516,208656399.4,279891124.6,379435
1619740800000,2021-04-30 0:00:00,ADA/USDT,1.3066,1.3709,1.2855,1.3532,308696257.8,413990419.8,605811
1619654400000,2021-04-29 0:00:00,ADA/USDT,1.3373,1.4117,1.2661,1.3063,578529650.8,777246168.1,1273495
1619568000000,2021-04-28 0:00:00,ADA/USDT,1.3063,1.3488,1.2326,1.3379,388598645.1,505426307.5,690474
1619481600000,2021-04-27 0:00:00,ADA/USDT,1.2377,1.3333,1.2232,1.3063,392979049.1,504918084.2,760259
1619395200000,2021-04-26 0:00:00,ADA/USDT,1.091,1.2509,1.0793,1.2375,473369883.1,568714661,773997
1619308800000,2021-04-25 0:00:00,ADA/USDT,1.103,1.14678,1.0183,1.0913,305075283.6,333834052.9,490000
1619222400000,2021-04-24 0:00:00,ADA/USDT,1.15872,1.198,1.0927,1.10287,434215610.4,494679064.8,737205
1619136000000,2021-04-23 0:00:00,ADA/USDT,1.14443,1.16895,0.92,1.15866,989280841.9,1054521883,1402192
1619049600000,2021-04-22 0:00:00,ADA/USDT,1.20312,1.27984,1.1138,1.144,522618869.4,628558727.8,840300
1618963200000,2021-04-21 0:00:00,ADA/USDT,1.26665,1.29,1.19704,1.20358,404434984,504722890,716832
1618876800000,2021-04-20 0:00:00,ADA/USDT,1.19451,1.28241,1.12685,1.26689,470266399.2,564969805.9,795662
1618790400000,2021-04-19 0:00:00,ADA/USDT,1.27655,1.32443,1.17122,1.1945,477279604.9,594173873.6,862505
1618704000000,2021-04-18 0:00:00,ADA/USDT,1.36861,1.38654,1.07204,1.27693,804838502.1,984038054.8,1427081
1618617600000,2021-04-17 0:00:00,ADA/USDT,1.40989,1.45805,1.35501,1.36802,323840975.1,456752579.9,658242
1618531200000,2021-04-16 0:00:00,ADA/USDT,1.47845,1.51915,1.334,1.40989,562141264.2,797336703,1069902
1618444800000,2021-04-15 0:00:00,ADA/USDT,1.4514,1.49539,1.41023,1.4782,413204000.6,603652219,913680
1618358400000,2021-04-14 0:00:00,ADA/USDT,1.41246,1.55845,1.348,1.45092,1053166778,1535013339,1840346
1618272000000,2021-04-13 0:00:00,ADA/USDT,1.31452,1.4378,1.28138,1.41246,605026285,827121787.9,1026705
1618185600000,2021-04-12 0:00:00,ADA/USDT,1.26376,1.348,1.2633,1.31431,559487897.9,730491709.4,952211
1618099200000,2021-04-11 0:00:00,ADA/USDT,1.21753,1.28989,1.199,1.26355,451246041.8,563044444.4,714512
1618012800000,2021-04-10 0:00:00,ADA/USDT,1.20201,1.25199,1.19157,1.21747,290774078,355203232.3,475261
1617926400000,2021-04-09 0:00:00,ADA/USDT,1.21896,1.22907,1.19134,1.20201,156767192.2,189628515.6,297343
1617840000000,2021-04-08 0:00:00,ADA/USDT,1.17356,1.22502,1.16999,1.21926,215242842.9,258822131,390054
1617753600000,2021-04-07 0:00:00,ADA/USDT,1.25217,1.29,1.1588,1.17359,405313990,493054710.5,771894
1617667200000,2021-04-06 0:00:00,ADA/USDT,1.21172,1.34359,1.1901,1.252,726926008.5,913715699,1195328
1617580800000,2021-04-05 0:00:00,ADA/USDT,1.18205,1.22647,1.16222,1.2118,318801564.5,379800451.6,555351
1617494400000,2021-04-04 0:00:00,ADA/USDT,1.16245,1.193,1.152,1.18206,204575492.2,240843734.9,384032
1617408000000,2021-04-03 0:00:00,ADA/USDT,1.18998,1.24078,1.15977,1.16238,313837978.9,379294245,558820
1617321600000,2021-04-02 0:00:00,ADA/USDT,1.1833,1.24796,1.18026,1.18998,314062254.4,379078109.5,492559
1617235200000,2021-04-01 0:00:00,ADA/USDT,1.19172,1.20772,1.17171,1.18377,212963382.6,253654449.3,366545
1617148800000,2021-03-31 0:00:00,ADA/USDT,1.212,1.21273,1.151,1.19191,302818874.6,360032787.9,493282
1617062400000,2021-03-30 0:00:00,ADA/USDT,1.2024,1.23555,1.18909,1.21189,257460678.6,312766027.2,406409
1616976000000,2021-03-29 0:00:00,ADA/USDT,1.18983,1.22979,1.178,1.20239,263071765.2,316725719.7,330171
1616889600000,2021-03-28 0:00:00,ADA/USDT,1.17646,1.22,1.1665,1.18983,199736804.6,237375346,287241
1616803200000,2021-03-27 0:00:00,ADA/USDT,1.21419,1.2389,1.15623,1.17678,270954337.7,322586528.7,435612
1616716800000,2021-03-26 0:00:00,ADA/USDT,1.09596,1.28755,1.09426,1.2142,671982901,808936818.2,1057420
1616630400000,2021-03-25 0:00:00,ADA/USDT,1.06879,1.1535,1.04584,1.0956,527623538.8,583470178.6,738550
1616544000000,2021-03-24 0:00:00,ADA/USDT,1.11563,1.1639,1.038,1.06902,354915791.2,396335857,631067
1616457600000,2021-03-23 0:00:00,ADA/USDT,1.1015,1.1739,1.08145,1.11639,371967713.8,421114122.2,637868
1616371200000,2021-03-22 0:00:00,ADA/USDT,1.18561,1.20782,1.067,1.1015,384255570.1,444196527.4,552717
1616284800000,2021-03-21 0:00:00,ADA/USDT,1.20048,1.24139,1.16,1.18561,305630409.8,367461613.3,422247
1616198400000,2021-03-20 0:00:00,ADA/USDT,1.29499,1.30974,1.19978,1.20046,401638128.1,505497684.8,731665
1616112000000,2021-03-19 0:00:00,ADA/USDT,1.22966,1.34286,1.18003,1.29474,812311179.7,1032218858,1278982
1616025600000,2021-03-18 0:00:00,ADA/USDT,1.3775,1.47299,1.22154,1.22925,1446280469,1975037678,2144826
1615939200000,2021-03-17 0:00:00,ADA/USDT,1.24974,1.43,1.20353,1.377,1094860558,1409057697,1700157
1615852800000,2021-03-16 0:00:00,ADA/USDT,1.03071,1.28,1,1.24924,1248716359,1458646288,1590786
1615766400000,2021-03-15 0:00:00,ADA/USDT,1.05241,1.07078,1.00001,1.03103,400978353.1,415080286.2,485996
1615680000000,2021-03-14 0:00:00,ADA/USDT,1.10016,1.10265,1.0519,1.05243,304362465.7,328663726.9,388068
1615593600000,2021-03-13 0:00:00,ADA/USDT,1.03207,1.193,0.985,1.1,643811025.4,707355594,778819
1615507200000,2021-03-12 0:00:00,ADA/USDT,1.12417,1.128,1.02,1.03207,423021914.4,453536801.8,535644
1615420800000,2021-03-11 0:00:00,ADA/USDT,1.13226,1.14,1.1075,1.1243,301611714.1,338688320.7,376289
1615334400000,2021-03-10 0:00:00,ADA/USDT,1.19734,1.208,1.115,1.13261,384497300.9,446671691.4,514521
1615248000000,2021-03-09 0:00:00,ADA/USDT,1.11836,1.22,1.11083,1.1972,616039069.3,718499784.3,731610
1615161600000,2021-03-08 0:00:00,ADA/USDT,1.13073,1.17835,1.105,1.11848,398514643.5,450421643.8,455437
1615075200000,2021-03-07 0:00:00,ADA/USDT,1.12901,1.145,1.10562,1.13042,324367538.9,365845333.6,381768
1614988800000,2021-03-06 0:00:00,ADA/USDT,1.15907,1.183,1.08493,1.129,394799528.8,442918849.7,671557
1614902400000,2021-03-05 0:00:00,ADA/USDT,1.11261,1.1972,1.03374,1.15908,830654685.1,934727653.7,1132387
1614816000000,2021-03-04 0:00:00,ADA/USDT,1.21315,1.23052,1.06695,1.11239,748035034.3,859720613.3,882082
1614729600000,2021-03-03 0:00:00,ADA/USDT,1.22281,1.26636,1.20865,1.21311,454913445.3,563382389.4,529175
1614643200000,2021-03-02 0:00:00,ADA/USDT,1.29678,1.29998,1.18,1.2228,753904502.9,923673564.3,993914
1614556800000,2021-03-01 0:00:00,ADA/USDT,1.31279,1.348,1.23131,1.29627,984011920.2,1262620103,1302837
1614470400000,2021-02-28 0:00:00,ADA/USDT,1.314,1.3595,1.154,1.31203,1599172340,2000892511,1836152
1614384000000,2021-02-27 0:00:00,ADA/USDT,1.24353,1.488,1.2271,1.31402,1994359639,2726382795,2344043
1614297600000,2021-02-26 0:00:00,ADA/USDT,1.07688,1.298,0.99,1.24303,1805727722,2078674173,1842500
1614211200000,2021-02-25 0:00:00,ADA/USDT,1.04883,1.177,1.012,1.07691,961855836.2,1053858751,1065150
1614124800000,2021-02-24 0:00:00,ADA/USDT,0.96136,1.077,0.8978,1.04902,946049063.3,959472420.9,986749
1614038400000,2021-02-23 0:00:00,ADA/USDT,1.09728,1.142,0.81,0.96197,1625220449,1563316093,1748705
1613952000000,2021-02-22 0:00:00,ADA/USDT,1.09955,1.146,0.831,1.09703,1333970209,1356545593,1291551
1613865600000,2021-02-21 0:00:00,ADA/USDT,1.1156,1.15172,1.0675,1.09894,636265765.2,708941857.8,804446
1613779200000,2021-02-20 0:00:00,ADA/USDT,0.92597,1.2,0.91329,1.11568,1480541917,1605889357,1562187
1613692800000,2021-02-19 0:00:00,ADA/USDT,0.91433,0.9456,0.87851,0.92581,547803715.8,503644913.7,534053
1613606400000,2021-02-18 0:00:00,ADA/USDT,0.89206,0.9578,0.89202,0.91442,580074009.4,536478522.6,645125
1613520000000,2021-02-17 0:00:00,ADA/USDT,0.8699,0.89745,0.8215,0.89206,460328636.1,397664271.3,571034
1613433600000,2021-02-16 0:00:00,ADA/USDT,0.86128,0.90591,0.83334,0.87,526075390.6,460384874,559396
1613347200000,2021-02-15 0:00:00,ADA/USDT,0.84288,0.911,0.6856,0.86143,932826536.9,773675700.8,1016723
1613260800000,2021-02-14 0:00:00,ADA/USDT,0.91303,0.919,0.80666,0.84364,539495015.4,464156537.9,481065
1613174400000,2021-02-13 0:00:00,ADA/USDT,0.92418,0.95053,0.82,0.91299,586878561.3,527921465.8,566194
1613088000000,2021-02-12 0:00:00,ADA/USDT,0.9281,0.94825,0.866,0.92426,649547803.8,593210760.2,660663
1613001600000,2021-02-11 0:00:00,ADA/USDT,0.94041,0.98,0.86513,0.92796,975100368.2,903411072.8,1176112
1612915200000,2021-02-10 0:00:00,ADA/USDT,0.70562,0.95306,0.70555,0.93966,1693219939,1404210349,1481690
1612828800000,2021-02-09 0:00:00,ADA/USDT,0.67674,0.71206,0.6624,0.70562,590482327.7,405545405.3,641568
1612742400000,2021-02-08 0:00:00,ADA/USDT,0.66109,0.7238,0.63191,0.67638,1008667680,687200350.1,834316
1612656000000,2021-02-07 0:00:00,ADA/USDT,0.63444,0.70888,0.58,0.66109,1596532268,1031252551,1258967
1612569600000,2021-02-06 0:00:00,ADA/USDT,0.53874,0.66706,0.51901,0.63444,1255504053,735618983.1,1012355
1612483200000,2021-02-05 0:00:00,ADA/USDT,0.43903,0.56,0.43638,0.53917,1277155737,647988571.4,1006967
1612396800000,2021-02-04 0:00:00,ADA/USDT,0.44213,0.45,0.41003,0.43934,536142412.3,231296073.1,356573
1612310400000,2021-02-03 0:00:00,ADA/USDT,0.425,0.44961,0.41509,0.44189,541252929.4,233609024.2,382672
1612224000000,2021-02-02 0:00:00,ADA/USDT,0.40882,0.4559,0.38868,0.42498,1501769862,635347397.6,959565
1612137600000,2021-02-01 0:00:00,ADA/USDT,0.34464,0.42411,0.33214,0.40876,844822325.1,315517729.2,424028
1612051200000,2021-01-31 0:00:00,ADA/USDT,0.36395,0.37752,0.338,0.34475,399794774.9,141712986.5,322422
1611964800000,2021-01-30 0:00:00,ADA/USDT,0.34764,0.37694,0.337,0.364,510716622.4,181305666.3,329408
1611878400000,2021-01-29 0:00:00,ADA/USDT,0.34409,0.36836,0.3305,0.34752,666472809.5,235094446.4,438205
1611792000000,2021-01-28 0:00:00,ADA/USDT,0.31142,0.35575,0.30431,0.34409,487709261.2,163965629.1,309801
1611705600000,2021-01-27 0:00:00,ADA/USDT,0.34342,0.34396,0.30404,0.31144,422544056.1,135320113.3,235043
1611619200000,2021-01-26 0:00:00,ADA/USDT,0.34284,0.35111,0.32404,0.3433,354428194,120457217.7,202859
1611532800000,2021-01-25 0:00:00,ADA/USDT,0.35346,0.36415,0.34034,0.34308,407390809.5,144604820.6,222342
1611446400000,2021-01-24 0:00:00,ADA/USDT,0.34575,0.36926,0.33613,0.35345,458536220.6,161447140.1,234964
1611360000000,2021-01-23 0:00:00,ADA/USDT,0.34842,0.35763,0.33541,0.34583,418300948.7,145267535.3,240273
1611273600000,2021-01-22 0:00:00,ADA/USDT,0.30786,0.3598,0.28,0.34867,898752288,290516408.4,465828
1611187200000,2021-01-21 0:00:00,ADA/USDT,0.37548,0.37945,0.3,0.30785,785029729.8,267771231.8,404103
1611100800000,2021-01-20 0:00:00,ADA/USDT,0.3672,0.3769,0.33033,0.37532,656351514.5,232444042,346650
1611014400000,2021-01-19 0:00:00,ADA/USDT,0.37132,0.39001,0.362,0.3672,606641543,226285256.5,370018
1610928000000,2021-01-18 0:00:00,ADA/USDT,0.38077,0.39724,0.36413,0.37123,636785470.4,239548962.4,345702
1610841600000,2021-01-17 0:00:00,ADA/USDT,0.35057,0.3974,0.34076,0.38081,1422650839,529806343.2,738575
1610755200000,2021-01-16 0:00:00,ADA/USDT,0.30189,0.36696,0.30186,0.35071,1219589043,416047249.2,551624
1610668800000,2021-01-15 0:00:00,ADA/USDT,0.31203,0.33225,0.27739,0.30188,853517402.8,264651790.3,383114
1610582400000,2021-01-14 0:00:00,ADA/USDT,0.31246,0.32455,0.29646,0.31201,656502674,204581244.1,292444
1610496000000,2021-01-13 0:00:00,ADA/USDT,0.28875,0.31587,0.27,0.3123,715473111.9,208192713.9,296349
1610409600000,2021-01-12 0:00:00,ADA/USDT,0.27563,0.31442,0.2628,0.28888,1059013245,303626067.9,422638
1610323200000,2021-01-11 0:00:00,ADA/USDT,0.30154,0.30397,0.2288,0.2757,1530569582,404536667.2,534981
1610236800000,2021-01-10 0:00:00,ADA/USDT,0.33062,0.3412,0.27948,0.30153,908667596,285668888.3,409748
1610150400000,2021-01-09 0:00:00,ADA/USDT,0.30392,0.33851,0.29583,0.33062,820267450.7,259644112.1,364494
1610064000000,2021-01-08 0:00:00,ADA/USDT,0.29917,0.32165,0.26175,0.30389,1284205249,380368303,531917
1609977600000,2021-01-07 0:00:00,ADA/USDT,0.33311,0.3553,0.2785,0.29928,1411321699,453119832.6,654373
1609891200000,2021-01-06 0:00:00,ADA/USDT,0.25889,0.34772,0.25347,0.33309,2059110043,611715688.1,893919
1609804800000,2021-01-05 0:00:00,ADA/USDT,0.22518,0.26429,0.20696,0.25873,1478887679,349709110.8,614385
1609718400000,2021-01-04 0:00:00,ADA/USDT,0.20625,0.23992,0.19203,0.22528,1463415576,315299480.5,548636
1609632000000,2021-01-03 0:00:00,ADA/USDT,0.1774,0.2096,0.17255,0.20615,1201451449,230834619.5,403926
1609545600000,2021-01-02 0:00:00,ADA/USDT,0.17505,0.18457,0.16793,0.17742,660303281.2,117077280.5,231432
1609459200000,2021-01-01 0:00:00,ADA/USDT,0.18134,0.18473,0.17,0.17509,462201570.9,82720467.01,178824
1609372800000,2020-12-31 0:00:00,ADA/USDT,0.18389,0.1864,0.17443,0.18134,447672619.8,80709170.34,171189
1609286400000,2020-12-30 0:00:00,ADA/USDT,0.19069,0.19389,0.17511,0.18389,670221026.8,122388423.3,281329
1609200000000,2020-12-29 0:00:00,ADA/USDT,0.1763,0.19725,0.17304,0.19067,1475500720,273970430.8,483117
1609113600000,2020-12-28 0:00:00,ADA/USDT,0.15467,0.18057,0.1528,0.17627,881547663.5,147754102.9,278089
1609027200000,2020-12-27 0:00:00,ADA/USDT,0.15839,0.16642,0.14936,0.15467,798134617.2,126512838.1,241054
1608940800000,2020-12-26 0:00:00,ADA/USDT,0.15763,0.16242,0.1488,0.15839,563232604.1,87540978.46,192288
1608854400000,2020-12-25 0:00:00,ADA/USDT,0.15305,0.167,0.15006,0.15761,589176673.8,93288393.38,196476
1608768000000,2020-12-24 0:00:00,ADA/USDT,0.13631,0.15477,0.13132,0.15304,738995663.2,104882009.5,232837
1608681600000,2020-12-23 0:00:00,ADA/USDT,0.15645,0.15786,0.1263,0.13635,818577125.1,118904127.9,262757
1608595200000,2020-12-22 0:00:00,ADA/USDT,0.15279,0.16124,0.14879,0.15646,472974503.2,73764999.88,188714
1608508800000,2020-12-21 0:00:00,ADA/USDT,0.16196,0.16714,0.1468,0.15278,430322921,67151902.26,159210
1608422400000,2020-12-20 0:00:00,ADA/USDT,0.16421,0.169,0.156,0.16201,336692485.2,55276607.61,140413
1608336000000,2020-12-19 0:00:00,ADA/USDT,0.16502,0.17082,0.16286,0.16433,342041141.9,57248498.4,138007
1608249600000,2020-12-18 0:00:00,ADA/USDT,0.16339,0.16942,0.15821,0.16502,404588707,66380846.14,145567
1608163200000,2020-12-17 0:00:00,ADA/USDT,0.16806,0.17628,0.16052,0.16336,770340713.9,129542865.7,233697
1608076800000,2020-12-16 0:00:00,ADA/USDT,0.15385,0.16844,0.14903,0.16814,496276026.7,79083716.82,173866
1607990400000,2020-12-15 0:00:00,ADA/USDT,0.15877,0.16,0.15261,0.15381,272831838.6,42449979.3,106861
1607904000000,2020-12-14 0:00:00,ADA/USDT,0.15404,0.1588,0.14953,0.15877,267003605,40943801.06,100732
1607817600000,2020-12-13 0:00:00,ADA/USDT,0.14439,0.15669,0.1429,0.15406,327839004.5,49816857.99,123350
1607731200000,2020-12-12 0:00:00,ADA/USDT,0.13927,0.14736,0.13876,0.14438,236440057.4,34221271.35,91320
1607644800000,2020-12-11 0:00:00,ADA/USDT,0.14188,0.14291,0.13473,0.13926,299140983.7,41561549.17,96159
1607558400000,2020-12-10 0:00:00,ADA/USDT,0.14796,0.14865,0.13906,0.14188,282799496.3,40687535.72,97346
1607472000000,2020-12-09 0:00:00,ADA/USDT,0.14117,0.15025,0.12924,0.14796,538859167.1,75432291.64,167539
1607385600000,2020-12-08 0:00:00,ADA/USDT,0.15401,0.1552,0.13756,0.1412,431926292.3,63198666.27,136736
1607299200000,2020-12-07 0:00:00,ADA/USDT,0.15875,0.15906,0.15132,0.15401,213173504.2,33055652.75,64151
1607212800000,2020-12-06 0:00:00,ADA/USDT,0.15996,0.16288,0.15301,0.15873,290105225.6,45667813.04,116907
1607126400000,2020-12-05 0:00:00,ADA/USDT,0.14779,0.16198,0.14608,0.15993,350995852.1,54873141.57,134044
1607040000000,2020-12-04 0:00:00,ADA/USDT,0.16395,0.16464,0.146,0.14781,466897814.7,73072575.78,181178
1606953600000,2020-12-03 0:00:00,ADA/USDT,0.15841,0.16842,0.15532,0.16398,413504395.2,66943835.33,139922
1606867200000,2020-12-02 0:00:00,ADA/USDT,0.15554,0.15997,0.15065,0.15845,435020305.6,67918215.16,114336
1606780800000,2020-12-01 0:00:00,ADA/USDT,0.17207,0.17456,0.14132,0.15562,1039771812,166639130.7,289501
1606694400000,2020-11-30 0:00:00,ADA/USDT,0.16666,0.17399,0.16011,0.17204,810673450.8,136237545.7,229177
1606608000000,2020-11-29 0:00:00,ADA/USDT,0.16487,0.17136,0.15712,0.16663,764061575.3,125044829.8,240569
1606521600000,2020-11-28 0:00:00,ADA/USDT,0.14178,0.17233,0.13878,0.16489,1087688654,171712019.2,312532
1606435200000,2020-11-27 0:00:00,ADA/USDT,0.13835,0.14559,0.1307,0.14178,714401286.7,97878697.61,212382
1606348800000,2020-11-26 0:00:00,ADA/USDT,0.15474,0.16085,0.1123,0.13843,1645992626,223129884,413242
1606262400000,2020-11-25 0:00:00,ADA/USDT,0.16722,0.17549,0.14702,0.15473,1078036853,177884968.9,335752
1606176000000,2020-11-24 0:00:00,ADA/USDT,0.15451,0.183,0.15,0.16721,1689043010,281406314,515388
1606089600000,2020-11-23 0:00:00,ADA/USDT,0.14593,0.15925,0.141,0.15445,1389843990,210177734.5,399986
1606003200000,2020-11-22 0:00:00,ADA/USDT,0.13335,0.15352,0.12,0.14599,1960688778,265147097.9,448124
1605916800000,2020-11-21 0:00:00,ADA/USDT,0.11826,0.13472,0.11605,0.13334,1071722949,134223347.7,265512
1605830400000,2020-11-20 0:00:00,ADA/USDT,0.1059,0.119,0.10549,0.11828,437634200.7,48645520.07,127423
1605744000000,2020-11-19 0:00:00,ADA/USDT,0.10662,0.10816,0.10435,0.1059,237807123,25258809.57,66459
1605657600000,2020-11-18 0:00:00,ADA/USDT,0.10944,0.11161,0.10171,0.10658,434138632.2,46348194.86,109490
1605571200000,2020-11-17 0:00:00,ADA/USDT,0.10387,0.11246,0.10354,0.10947,422358548.5,46065393.69,133129
1605484800000,2020-11-16 0:00:00,ADA/USDT,0.10045,0.10499,0.0995,0.10387,215990529.7,22246202.73,71450
1605398400000,2020-11-15 0:00:00,ADA/USDT,0.10411,0.10527,0.0985,0.10046,201375366.6,20647920.5,60583
1605312000000,2020-11-14 0:00:00,ADA/USDT,0.10633,0.1073,0.10142,0.10411,228682972,23742897.25,67849
1605225600000,2020-11-13 0:00:00,ADA/USDT,0.10462,0.10798,0.10401,0.10629,237407048.5,25204728.44,78935
1605139200000,2020-11-12 0:00:00,ADA/USDT,0.10597,0.10667,0.10254,0.1046,223674122.1,23422636.26,72476
1605052800000,2020-11-11 0:00:00,ADA/USDT,0.1059,0.1089,0.10541,0.10599,251231387.1,26998072.99,83826
1604966400000,2020-11-10 0:00:00,ADA/USDT,0.10555,0.10915,0.10355,0.1059,303777358.8,32285456.15,92669
1604880000000,2020-11-09 0:00:00,ADA/USDT,0.10652,0.10799,0.10114,0.10561,310077984.4,32470998.38,91304
1604793600000,2020-11-08 0:00:00,ADA/USDT,0.10131,0.10832,0.0997,0.10655,270595831,28449684.68,81231
1604707200000,2020-11-07 0:00:00,ADA/USDT,0.10912,0.11387,0.09861,0.10128,647454529.2,68824996.45,163067
1604620800000,2020-11-06 0:00:00,ADA/USDT,0.09749,0.11,0.09706,0.1091,451716971.6,47427482.92,129308
1604534400000,2020-11-05 0:00:00,ADA/USDT,0.09553,0.0981,0.09207,0.09752,332802061.7,31727134.73,72246
1604448000000,2020-11-04 0:00:00,ADA/USDT,0.0936,0.09628,0.09155,0.0955,256317711.9,24074287.54,64713
1604361600000,2020-11-03 0:00:00,ADA/USDT,0.09222,0.09417,0.08793,0.09357,244514002.7,22310146.75,60952
1604275200000,2020-11-02 0:00:00,ADA/USDT,0.09827,0.10004,0.09151,0.09221,250365831.6,23937317.23,56812
1604188800000,2020-11-01 0:00:00,ADA/USDT,0.09296,0.09868,0.09241,0.09827,138991316.1,13268230.34,33696
1604102400000,2020-10-31 0:00:00,ADA/USDT,0.09326,0.09555,0.09196,0.093,165418867.7,15510001.58,39997
1604016000000,2020-10-30 0:00:00,ADA/USDT,0.09527,0.09569,0.08915,0.0933,278450826,25752587.65,59140
1603929600000,2020-10-29 0:00:00,ADA/USDT,0.09872,0.10082,0.09484,0.09531,257269193.8,25185522.6,53112
1603843200000,2020-10-28 0:00:00,ADA/USDT,0.10254,0.10331,0.09501,0.09869,282164120.8,27843309.88,61146
1603756800000,2020-10-27 0:00:00,ADA/USDT,0.103,0.10568,0.10178,0.10256,184291093.8,19148597.64,44887
1603670400000,2020-10-26 0:00:00,ADA/USDT,0.1064,0.1076,0.09892,0.10306,225727480.6,23259876.57,47869
1603584000000,2020-10-25 0:00:00,ADA/USDT,0.10795,0.10879,0.10603,0.10639,112506426.2,12075949.77,27332
1603497600000,2020-10-24 0:00:00,ADA/USDT,0.10801,0.1099,0.10726,0.10797,148170659.6,16100844.56,33483
1603411200000,2020-10-23 0:00:00,ADA/USDT,0.11075,0.11228,0.10515,0.10805,229349167.1,25008437.75,55980
1603324800000,2020-10-22 0:00:00,ADA/USDT,0.10585,0.11279,0.10507,0.11077,253146949.9,27605881.28,63416
1603238400000,2020-10-21 0:00:00,ADA/USDT,0.10237,0.10858,0.10128,0.10589,266714219.2,28160946.82,67356
